leak_ID,facility_ID,equipment_group,rate,lat,lon,status,days_active,volume,estimated_volume,estimated_volume_b,measured_rate,tagged,component,date_began,day_ts_began,estimated_date_began,date_tagged,tagged_by_company,tagged_by_crew,init_detect_by,init_detect_date,requires_shutdown,date_repaired,repair_delay,cum_frac_leaks,cum_rate,cum_frac_rate
ABRAND00870_0000000009,ABRAND00870,2,0.01895779636679111,52.34,-114.32,repaired,365,1457.7787094207692,,,,True,unknown,2023-06-10,0,,2024-06-09,natural,1.0,natural,2024-06-09,False,2024-06-09,0.0,0.7254361799816346,84.23079267850514,0.9654829823632759
ABRAND00881_0000000006,ABRAND00881,2,0.018939051408502886,52.61,-114.29,repaired,365,2516.681756126371,,,,True,unknown,2025-03-19,0,,2026-03-19,natural,1.0,natural,2026-03-19,False,2026-03-19,0.0,0.7263544536271809,84.24973172991365,0.965700068434243
ABRAND00311_0000000004,ABRAND00311,1,0.018927162979689303,53.33,-116.39,repaired,365,1355.6694047180342,,,,True,unknown,2023-04-10,0,,2024-04-09,natural,1.0,natural,2024-04-09,False,2024-04-09,0.0,0.7272727272727273,84.26865889289334,0.9659170182358561
ABRAND00169_0000000003,ABRAND00169,1,0.018891551059714382,54.69,-118.97,repaired,365,447.2310231672544,,,,True,unknown,2021-10-03,0,,2022-10-02,natural,1.0,natural,2022-10-02,False,2022-10-02,0.0,0.7281910009182736,84.28755044395305,0.9661335598411122
ABRAND00414_0000000004,ABRAND00414,2,0.018862558741313692,53.96,-115.95,repaired,365,972.9458699239534,,,,True,unknown,2022-08-21,0,,2023-08-21,natural,1.0,natural,2023-08-21,False,2023-08-21,0.0,0.72910927456382,84.30641300269437,0.9663497691262138
ABRAND00314_0000000012,ABRAND00314,1,0.018819080384253353,54.26,-116.33,repaired,365,2343.020673632465,,,,True,unknown,2024-12-12,0,,2025-12-12,natural,1.0,natural,2025-12-12,False,2025-12-12,0.0,0.7300275482093663,84.32523208307862,0.966565480047089
ABRAND00261_0000000001,ABRAND00261,1,0.018806514678958285,54.06,-117.65,repaired,365,453.34232024509686,,,,True,unknown,2021-10-08,0,,2022-10-07,natural,1.0,natural,2022-10-07,False,2022-10-07,0.0,0.7309458218549127,84.34403859775757,0.9667810469354287
ABRAND00344_0000000001,ABRAND00344,1,0.018789319977870415,53.02,-116.19,repaired,365,45.45512289046411,,,,True,unknown,2021-01-30,0,,2022-01-29,natural,1.0,natural,2022-01-29,False,2022-01-29,0.0,0.7318640955004592,84.36282791773544,0.9669964167320546
ABRAND00233_0000000013,ABRAND00233,3,0.01875491181802124,54.54,-118.55,repaired,365,2359.337898848163,,,,True,unknown,2024-12-27,0,,2025-12-27,natural,1.0,natural,2025-12-27,False,2025-12-27,0.0,0.7327823691460055,84.38158282955347,0.9672113921302459
ABRAND00311_0000000010,ABRAND00311,3,0.01867192988248084,53.33,-116.39,repaired,365,2345.672394644585,,,,True,unknown,2024-12-25,0,,2025-12-25,natural,1.0,natural,2025-12-25,False,2025-12-25,0.0,0.7337006427915519,84.40025475943595,0.9674254163602948
ABRAND00783_0000000007,ABRAND00783,2,0.01834805352833068,52.16,-114.56,repaired,365,1700.9966680616583,,,,True,unknown,2023-12-10,0,,2024-12-09,natural,1.0,natural,2024-12-09,False,2024-12-09,0.0,0.7346189164370982,84.41860281296428,0.967635728205616
ABRAND00048_0000000006,ABRAND00048,4,0.01826963003641486,55.26,-119.71,repaired,365,2162.539568150354,,,,True,unknown,2024-10-02,0,,2025-10-02,natural,1.0,natural,2025-10-02,False,2025-10-02,0.0,0.7355371900826446,84.4368724430007,0.9678451411332796
ABRAND00085_0000000001,ABRAND00085,2,0.01824760027640753,57.51,-119.55,repaired,365,405.184314617574,,,,True,unknown,2021-09-16,0,,2022-09-15,natural,1.0,natural,2022-09-15,False,2022-09-15,0.0,0.736455463728191,84.4551200432771,0.9680543015480828
ABRAND00028_0000000003,ABRAND00028,3,0.018133679642385277,57.69,-119.86,repaired,365,816.2767088941879,,,,True,unknown,2022-06-06,0,,2023-06-06,natural,1.0,natural,2023-06-06,False,2023-06-06,0.0,0.7373737373737373,84.4732537229195,0.9682621561644958
ABRAND00668_0000000013,ABRAND00668,4,0.017979176389546388,52.95,-115.1,repaired,365,2154.5669651587928,,,,True,unknown,2024-10-19,0,,2025-10-19,natural,1.0,natural,2025-10-19,False,2025-10-19,0.0,0.7382920110192838,84.49123289930904,0.9684682398102626
ABRAND00243_0000000010,ABRAND00243,2,0.017959911649436895,54.21,-118.16,repaired,365,2813.2980324850737,,,,True,unknown,2025-12-19,0,,2026-12-19,natural,1.0,natural,2026-12-19,False,2026-12-19,0.0,0.7392102846648301,84.50919281095848,0.9686741026368001
ABRAND00314_0000000006,ABRAND00314,1,0.017863222686802283,54.26,-116.33,repaired,365,1196.121391108281,,,,True,unknown,2023-02-15,0,,2024-02-15,natural,1.0,natural,2024-02-15,False,2024-02-15,0.0,0.7401285583103765,84.52705603364528,0.9688788571804275
ABRAND00527_0000000009,ABRAND00527,3,0.017684810568595326,54.18,-115.62,repaired,365,1879.4001887457625,,,,True,unknown,2024-05-15,0,,2025-05-15,natural,1.0,natural,2025-05-15,False,2025-05-15,0.0,0.7410468319559228,84.54474084421388,0.9690815667015817
ABRAND00692_0000000009,ABRAND00692,2,0.01761086438054453,53.09,-115.02,repaired,365,2653.633222243459,,,,True,unknown,2025-10-11,0,,2026-10-11,natural,1.0,natural,2026-10-11,False,2026-10-11,0.0,0.7419651056014692,84.56235170859442,0.9692834286255104
ABRAND00580_0000000007,ABRAND00580,1,0.017586087436800426,53.2,-115.42,repaired,365,1660.7456843117357,,,,True,unknown,2023-12-30,0,,2024-12-29,natural,1.0,natural,2024-12-29,False,2024-12-29,0.0,0.7428833792470156,84.57993779603122,0.9694850065473921
ABRAND00331_0000000001,ABRAND00331,2,0.017404237428311188,53.42,-116.24,repaired,365,159.3949680634452,,,,True,unknown,2021-04-18,0,,2022-04-17,natural,1.0,natural,2022-04-17,False,2022-04-17,0.0,0.743801652892562,84.59734203345953,0.9696845000404924
ABRAND00940_0000000009,ABRAND00940,2,0.017376739532153254,52.43,-114.17,repaired,365,2537.2819995268896,,,,True,unknown,2025-08-18,0,,2026-08-18,natural,1.0,natural,2026-08-18,False,2026-08-18,0.0,0.7447199265381084,84.61471877299168,0.9698836783430318
